seed,d_z,rung,K,E_inf,E_train,ce_bits,wall_train,wall_infer,diag_grad,diag_halvings,analytic_floor,min_atom_dist
0,12,i_linear,13,31,221550575,7.784041283991197e-06,0.02532649040222168,0.006579875946044922,3.122242852918156e-19,0,1.1366524766850674e-07,0.5610321159202092
0,12,ii_twolayer,897,1863,335609100000,7.23243886647421e-07,15.141104698181152,0.06258463859558105,6.898605368626937e-07,0,1.1366524766850674e-07,0.5610321159202092
0,12,iii_oracle,23660,67341,0,1.44269576227845e-06,0.0,0.6821043491363525,1.0,0,1.1366524766850674e-07,0.5610321159202092
1,12,i_linear,13,31,221550575,0.0934927073250927,0.024413585662841797,0.0032536983489990234,8.721884195807117e-18,0,0.09387513436010352,0.6865351743922559
1,12,ii_twolayer,897,1863,335609100000,7.087012860632649e-06,15.000429630279541,0.06328678131103516,5.9609981381843e-06,1,0.09387513436010352,0.6865351743922559
1,12,iii_oracle,23660,67341,0,1.44269576227845e-06,0.0,0.6826121807098389,1.0,0,0.09387513436010352,0.6865351743922559
2,12,i_linear,13,31,221550575,0.40996798964938846,0.025213003158569336,0.0033860206604003906,1.0308665592048203e-17,0,0.4106741111508676,0.5798113413448284
2,12,ii_twolayer,897,1863,335609100000,1.1455092139608466e-05,15.066577911376953,0.06329631805419922,1.0524098477274324e-05,2,0.4106741111508676,0.5798113413448284
2,12,iii_oracle,23660,67341,0,1.44269576227845e-06,0.0,0.659921407699585,1.0,0,0.4106741111508676,0.5798113413448284
3,12,i_linear,13,31,221550575,0.0670082600638283,0.023939847946166992,0.003499269485473633,3.3794099966384422e-18,0,0.06663054634230765,0.7267200780991722
3,12,ii_twolayer,897,1863,335609100000,3.6739973507314674e-06,14.989809274673462,0.0631265640258789,3.3869371183252326e-06,1,0.06663054634230765,0.7267200780991722
3,12,iii_oracle,23660,67341,0,1.44269576227845e-06,0.0,0.7048418521881104,1.0,0,0.06663054634230765,0.7267200780991722
4,12,i_linear,13,31,221550575,2.1732778404991863e-05,0.03157377243041992,0.0037946701049804688,1.3839724264747217e-19,0,3.2619580491262635e-07,0.6980832527730197
